TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Puerto del Rosario,2018,Otras prestaciones,3.0,municipio
La Matanza de Acentejo,2023,Prestaciones por desempleo,3.0,municipio
San Bartolomé de Tirajana,2015,Otras prestaciones,3.0,municipio
Los Silos,2023,Prestaciones por desempleo,3.0,municipio
Tías,2020,Otras prestaciones,3.0,municipio
Candelaria,2015,Otras prestaciones,3.0,municipio
Candelaria,2016,Otras prestaciones,3.0,municipio
Santa Cruz de La Palma,2016,Prestaciones por desempleo,3.0,municipio
Agüimes,2022,Prestaciones por desempleo,3.0,municipio
Garafía,2018,Otras prestaciones,3.0,municipio
Arrecife,2022,Prestaciones por desempleo,3.0,municipio
Villa de Mazo,2017,Prestaciones por desempleo,3.0,municipio
Fuerteventura,2019,Otras prestaciones,3.0,isla
Gáldar,2019,Prestaciones por desempleo,3.0,municipio
Hermigua,2016,Otras prestaciones,3.0,municipio
Betancuria,2017,Prestaciones por desempleo,3.0,municipio
Santa María de Guía de Gran Canaria,2017,Prestaciones por desempleo,3.0,municipio
Firgas,2016,Prestaciones por desempleo,3.0,municipio
San Juan de la Rambla,2023,Prestaciones por desempleo,3.0,municipio
Tejeda,2015,Prestaciones por desempleo,3.0,municipio
San Miguel de Abona,2022,Prestaciones por desempleo,3.0,municipio
Antigua,2020,Otras prestaciones,3.0,municipio
Fuencaliente de La Palma,2023,Prestaciones por desempleo,3.0,municipio
Granadilla de Abona,2018,Otras prestaciones,3.0,municipio
Granadilla de Abona,2019,Otras prestaciones,3.0,municipio
Antigua,2022,Prestaciones por desempleo,3.0,municipio
Breña Baja,2016,Prestaciones por desempleo,3.0,municipio
Breña Baja,2018,Otras prestaciones,3.0,municipio
Las Palmas,2017,Prestaciones por desempleo,3.0,provincia
Fuencaliente de La Palma,2019,Prestaciones por desempleo,3.1,municipio
Breña Baja,2023,Otras prestaciones,3.1,municipio
San Juan de la Rambla,2016,Otras prestaciones,3.1,municipio
Telde,2018,Prestaciones por desempleo,3.1,municipio
Canarias,2017,Prestaciones por desempleo,3.1,isla
Teror,2015,Prestaciones por desempleo,3.1,municipio
El Rosario,2021,Prestaciones por desempleo,3.1,municipio
Fuencaliente de La Palma,2016,Prestaciones por desempleo,3.1,municipio
Lanzarote,2019,Prestaciones por desempleo,3.1,isla
Valsequillo de Gran Canaria,2017,Prestaciones por desempleo,3.1,municipio
Breña Alta,2023,Otras prestaciones,3.1,municipio
Breña Alta,2020,Otras prestaciones,3.1,municipio
La Gomera,2018,Prestaciones por desempleo,3.1,isla
Lanzarote,2018,Prestaciones por desempleo,3.1,isla
La Oliva,2020,Otras prestaciones,3.1,municipio
Santiago del Teide,2019,Otras prestaciones,3.1,municipio
Tinajo,2020,Otras prestaciones,3.1,municipio
Arico,2018,Otras prestaciones,3.1,municipio
Santa Úrsula,2018,Prestaciones por desempleo,3.1,municipio
Puntagorda,2015,Otras prestaciones,3.1,municipio
Ingenio,2022,Prestaciones por desempleo,3.1,municipio
Vilaflor de Chasna,2018,Prestaciones por desempleo,3.1,municipio
Arico,2019,Otras prestaciones,3.1,municipio
La Orotava,2016,Otras prestaciones,3.1,municipio
Gáldar,2018,Prestaciones por desempleo,3.1,municipio
Barlovento,2018,Prestaciones por desempleo,3.1,municipio
Barlovento,2019,Prestaciones por desempleo,3.1,municipio
San Sebastián de La Gomera,2015,Otras prestaciones,3.1,municipio
La Palma,2017,Prestaciones por desempleo,3.1,isla
Puerto del Rosario,2018,Prestaciones por desempleo,3.1,municipio
Vega de San Mateo,2016,Prestaciones por desempleo,3.1,municipio
Santa Cruz de La Palma,2018,Otras prestaciones,3.1,municipio
San Bartolomé,2020,Otras prestaciones,3.1,municipio
Tacoronte,2017,Prestaciones por desempleo,3.1,municipio
Tenerife,2017,Otras prestaciones,3.1,isla
Tazacorte,2015,Otras prestaciones,3.1,municipio
San Bartolomé de Tirajana,2017,Prestaciones por desempleo,3.1,municipio
San Cristóbal de La Laguna,2016,Prestaciones por desempleo,3.1,municipio
Valle Gran Rey,2018,Prestaciones por desempleo,3.1,municipio
Fasnia,2019,Prestaciones por desempleo,3.1,municipio
Artenara,2019,Prestaciones por desempleo,3.1,municipio
El Pinar de El Hierro,2017,Otras prestaciones,3.1,municipio
Fuencaliente de La Palma,2017,Prestaciones por desempleo,3.1,municipio
Moya,2017,Prestaciones por desempleo,3.1,municipio
Adeje,2021,Otras prestaciones,3.1,municipio
Haría,2018,Otras prestaciones,3.1,municipio
Haría,2017,Otras prestaciones,3.1,municipio
Arafo,2017,Prestaciones por desempleo,3.1,municipio
San Bartolomé de Tirajana,2016,Otras prestaciones,3.1,municipio
Puerto del Rosario,2015,Otras prestaciones,3.1,municipio
El Sauzal,2018,Otras prestaciones,3.1,municipio
San Bartolomé de Tirajana,2018,Prestaciones por desempleo,3.1,municipio
La Gomera,2019,Prestaciones por desempleo,3.2,isla
La Gomera,2016,Otras prestaciones,3.2,isla
La Guancha,2022,Prestaciones por desempleo,3.2,municipio
Santa Lucía de Tirajana,2023,Prestaciones por desempleo,3.2,municipio
El Paso,2018,Otras prestaciones,3.2,municipio
El Paso,2019,Otras prestaciones,3.2,municipio
Lanzarote,2017,Prestaciones por desempleo,3.2,isla
Telde,2019,Prestaciones por desempleo,3.2,municipio
Fuencaliente de La Palma,2018,Otras prestaciones,3.2,municipio
Breña Baja,2021,Otras prestaciones,3.2,municipio
San Miguel de Abona,2022,Otras prestaciones,3.2,municipio
Puntallana,2015,Otras prestaciones,3.2,municipio
Tías,2015,Prestaciones por desempleo,3.2,municipio
La Orotava,2019,Prestaciones por desempleo,3.2,municipio
El Sauzal,2019,Otras prestaciones,3.2,municipio
Arico,2023,Prestaciones por desempleo,3.2,municipio
La Victoria de Acentejo,2023,Prestaciones por desempleo,3.2,municipio
San Sebastián de La Gomera,2015,Prestaciones por desempleo,3.2,municipio
Hermigua,2015,Otras prestaciones,3.2,municipio
La Oliva,2023,Otras prestaciones,3.2,municipio
Tinajo,2021,Otras prestaciones,3.2,municipio
Santa Cruz de Tenerife,2017,Otras prestaciones,3.2,municipio
La Palma,2017,Otras prestaciones,3.2,isla
San Andrés y Sauces,2016,Otras prestaciones,3.2,municipio
Agaete,2018,Prestaciones por desempleo,3.2,municipio
Mogán,2022,Prestaciones por desempleo,3.2,municipio
La Palma,2019,Otras prestaciones,3.2,isla
Gran Canaria,2016,Prestaciones por desempleo,3.2,isla
Tegueste,2023,Otras prestaciones,3.2,municipio
Tenerife,2017,Prestaciones por desempleo,3.2,isla
Arrecife,2019,Otras prestaciones,3.2,municipio
Fasnia,2017,Prestaciones por desempleo,3.2,municipio
Valverde,2021,Prestaciones por desempleo,3.2,municipio
Valle Gran Rey,2016,Otras prestaciones,3.2,municipio
Candelaria,2015,Prestaciones por desempleo,3.2,municipio
Tijarafe,2019,Prestaciones por desempleo,3.2,municipio
Santa Cruz de La Palma,2017,Otras prestaciones,3.2,municipio
Tuineje,2022,Prestaciones por desempleo,3.2,municipio
Mogán,2018,Otras prestaciones,3.2,municipio
San Bartolomé de Tirajana,2017,Otras prestaciones,3.2,municipio
Icod de los Vinos,2023,Prestaciones por desempleo,3.2,municipio
San Bartolomé,2016,Prestaciones por desempleo,3.2,municipio
Los Realejos,2015,Otras prestaciones,3.2,municipio
Breña Baja,2015,Prestaciones por desempleo,3.2,municipio
Los Realejos,2016,Otras prestaciones,3.2,municipio
Betancuria,2016,Prestaciones por desempleo,3.2,municipio
Yaiza,2021,Otras prestaciones,3.2,municipio
Breña Alta,2022,Otras prestaciones,3.2,municipio
Los Llanos de Aridane,2019,Prestaciones por desempleo,3.2,municipio
Frontera,2022,Prestaciones por desempleo,3.2,municipio
Breña Baja,2022,Otras prestaciones,3.2,municipio
Pájara,2022,Prestaciones por desempleo,3.2,municipio
Valleseco,2015,Prestaciones por desempleo,3.2,municipio
Puerto de la Cruz,2016,Otras prestaciones,3.2,municipio
Arona,2022,Prestaciones por desempleo,3.2,municipio
Santa Úrsula,2018,Otras prestaciones,3.2,municipio
Puerto de la Cruz,2015,Otras prestaciones,3.2,municipio
Barlovento,2016,Otras prestaciones,3.2,municipio
Tinajo,2017,Prestaciones por desempleo,3.2,municipio
El Paso,2019,Prestaciones por desempleo,3.2,municipio
Santa Úrsula,2017,Otras prestaciones,3.2,municipio
Santa Úrsula,2019,Prestaciones por desempleo,3.2,municipio
Vilaflor de Chasna,2022,Otras prestaciones,3.2,municipio
La Orotava,2018,Prestaciones por desempleo,3.2,municipio
Fuencaliente de La Palma,2018,Prestaciones por desempleo,3.3,municipio
Breña Baja,2020,Otras prestaciones,3.3,municipio
La Oliva,2021,Otras prestaciones,3.3,municipio
Las Palmas,2016,Prestaciones por desempleo,3.3,provincia
Frontera,2016,Otras prestaciones,3.3,municipio
San Miguel de Abona,2020,Otras prestaciones,3.3,municipio
Telde,2017,Prestaciones por desempleo,3.3,municipio
Fasnia,2019,Otras prestaciones,3.3,municipio
Gáldar,2017,Prestaciones por desempleo,3.3,municipio
Candelaria,2017,Otras prestaciones,3.3,municipio
Canarias,2015,Otras prestaciones,3.3,isla
Tacoronte,2016,Prestaciones por desempleo,3.3,municipio
San Cristóbal de La Laguna,2017,Otras prestaciones,3.3,municipio
Valverde,2018,Otras prestaciones,3.3,municipio
Canarias,2016,Otras prestaciones,3.3,isla
El Pinar de El Hierro,2017,Prestaciones por desempleo,3.3,municipio
El Pinar de El Hierro,2021,Prestaciones por desempleo,3.3,municipio
Santa Cruz de Tenerife,2018,Otras prestaciones,3.3,municipio
Tazacorte,2019,Otras prestaciones,3.3,municipio
Tenerife,2018,Otras prestaciones,3.3,isla
Tenerife,2019,Otras prestaciones,3.3,isla
Las Palmas de Gran Canaria,2021,Prestaciones por desempleo,3.3,municipio
San Cristóbal de La Laguna,2018,Otras prestaciones,3.3,municipio
San Bartolomé,2022,Otras prestaciones,3.3,municipio
San Bartolomé,2021,Otras prestaciones,3.3,municipio
Tegueste,2019,Otras prestaciones,3.3,municipio
Santa Cruz de La Palma,2015,Prestaciones por desempleo,3.3,municipio
Guía de Isora,2022,Prestaciones por desempleo,3.3,municipio
San Sebastián de La Gomera,2017,Otras prestaciones,3.3,municipio
El Sauzal,2017,Otras prestaciones,3.3,municipio
Puntagorda,2018,Otras prestaciones,3.3,municipio
La Palma,2022,Prestaciones por desempleo,3.3,isla
La Palma,2018,Otras prestaciones,3.3,isla
El Sauzal,2016,Prestaciones por desempleo,3.3,municipio
Los Silos,2016,Otras prestaciones,3.3,municipio
Los Silos,2022,Prestaciones por desempleo,3.3,municipio
Santa Cruz de Tenerife,2019,Otras prestaciones,3.3,municipio
Villa de Mazo,2017,Otras prestaciones,3.3,municipio
Villa de Mazo,2022,Otras prestaciones,3.3,municipio
Agaete,2019,Prestaciones por desempleo,3.3,municipio
Puntallana,2017,Otras prestaciones,3.3,municipio
Santa Cruz de Tenerife,2021,Prestaciones por desempleo,3.3,municipio
Tinajo,2022,Otras prestaciones,3.3,municipio
Tinajo,2023,Otras prestaciones,3.3,municipio
El Hierro,2017,Prestaciones por desempleo,3.3,isla
Vilaflor de Chasna,2022,Prestaciones por desempleo,3.3,municipio
Hermigua,2017,Otras prestaciones,3.3,municipio
Los Llanos de Aridane,2017,Prestaciones por desempleo,3.3,municipio
Breña Alta,2021,Otras prestaciones,3.3,municipio
Alajeró,2019,Prestaciones por desempleo,3.3,municipio
Alajeró,2018,Prestaciones por desempleo,3.3,municipio
Fasnia,2017,Otras prestaciones,3.3,municipio
Hermigua,2023,Otras prestaciones,3.3,municipio
San Miguel de Abona,2023,Otras prestaciones,3.3,municipio
El Hierro,2017,Otras prestaciones,3.3,isla
Los Llanos de Aridane,2018,Prestaciones por desempleo,3.3,municipio
Betancuria,2018,Otras prestaciones,3.3,municipio
Arafo,2018,Otras prestaciones,3.3,municipio
Tegueste,2018,Otras prestaciones,3.3,municipio
San Juan de la Rambla,2017,Otras prestaciones,3.4,municipio
Tejeda,2021,Prestaciones por desempleo,3.4,municipio
Candelaria,2018,Otras prestaciones,3.4,municipio
Frontera,2015,Otras prestaciones,3.4,municipio
Arucas,2015,Prestaciones por desempleo,3.4,municipio
Antigua,2023,Otras prestaciones,3.4,municipio
Teror,2016,Otras prestaciones,3.4,municipio
Garafía,2019,Otras prestaciones,3.4,municipio
Agulo,2019,Prestaciones por desempleo,3.4,municipio
Granadilla de Abona,2022,Prestaciones por desempleo,3.4,municipio
Buenavista del Norte,2023,Prestaciones por desempleo,3.4,municipio
El Hierro,2018,Otras prestaciones,3.4,isla
Puerto de la Cruz,2017,Otras prestaciones,3.4,municipio
Santa María de Guía de Gran Canaria,2021,Prestaciones por desempleo,3.4,municipio
La Orotava,2017,Otras prestaciones,3.4,municipio
El Hierro,2021,Prestaciones por desempleo,3.4,isla
Lanzarote,2020,Otras prestaciones,3.4,isla
Arico,2018,Prestaciones por desempleo,3.4,municipio
Vilaflor de Chasna,2023,Otras prestaciones,3.4,municipio
El Paso,2017,Prestaciones por desempleo,3.4,municipio
El Paso,2018,Prestaciones por desempleo,3.4,municipio
Puntagorda,2023,Prestaciones por desempleo,3.4,municipio
Santiago del Teide,2023,Otras prestaciones,3.4,municipio
Puerto de la Cruz,2019,Otras prestaciones,3.4,municipio
Yaiza,2018,Prestaciones por desempleo,3.4,municipio
El Paso,2017,Otras prestaciones,3.4,municipio
Puerto de la Cruz,2018,Otras prestaciones,3.4,municipio
La Gomera,2015,Otras prestaciones,3.4,isla
Barlovento,2017,Otras prestaciones,3.4,municipio
Lanzarote,2023,Otras prestaciones,3.4,isla
San Juan de la Rambla,2015,Otras prestaciones,3.4,municipio
San Juan de la Rambla,2022,Prestaciones por desempleo,3.4,municipio
Agulo,2015,Otras prestaciones,3.4,municipio
Agulo,2019,Otras prestaciones,3.4,municipio
Agulo,2023,Otras prestaciones,3.4,municipio
Breña Alta,2016,Prestaciones por desempleo,3.4,municipio
Betancuria,2017,Otras prestaciones,3.4,municipio
Arico,2022,Prestaciones por desempleo,3.4,municipio
Villa de Mazo,2019,Otras prestaciones,3.4,municipio
La Matanza de Acentejo,2015,Otras prestaciones,3.4,municipio
Vega de San Mateo,2015,Prestaciones por desempleo,3.4,municipio
Santa Brígida,2020,Otras prestaciones,3.4,municipio
La Matanza de Acentejo,2016,Otras prestaciones,3.4,municipio
La Matanza de Acentejo,2019,Prestaciones por desempleo,3.4,municipio
Puerto del Rosario,2019,Prestaciones por desempleo,3.4,municipio
San Bartolomé de Tirajana,2019,Prestaciones por desempleo,3.4,municipio
Puerto del Rosario,2017,Prestaciones por desempleo,3.4,municipio
Santa Cruz de La Palma,2021,Prestaciones por desempleo,3.4,municipio
San Cristóbal de La Laguna,2019,Otras prestaciones,3.4,municipio
Mogán,2019,Otras prestaciones,3.4,municipio
Villa de Mazo,2018,Otras prestaciones,3.4,municipio
San Bartolomé de Tirajana,2018,Otras prestaciones,3.4,municipio
Puerto del Rosario,2019,Otras prestaciones,3.4,municipio
Vallehermoso,2022,Prestaciones por desempleo,3.4,municipio
Tacoronte,2019,Otras prestaciones,3.4,municipio
Tazacorte,2018,Otras prestaciones,3.4,municipio
Arafo,2016,Prestaciones por desempleo,3.4,municipio
Tegueste,2022,Otras prestaciones,3.4,municipio
Adeje,2018,Prestaciones por desempleo,3.4,municipio
Adeje,2019,Prestaciones por desempleo,3.4,municipio
Güímar,2019,Prestaciones por desempleo,3.4,municipio
Güímar,2018,Otras prestaciones,3.4,municipio
Tuineje,2018,Otras prestaciones,3.4,municipio
Canarias,2016,Prestaciones por desempleo,3.4,isla
Candelaria,2019,Otras prestaciones,3.4,municipio
Tijarafe,2019,Otras prestaciones,3.4,municipio
Tazacorte,2016,Otras prestaciones,3.4,municipio
Valle Gran Rey,2015,Otras prestaciones,3.4,municipio
Valle Gran Rey,2017,Otras prestaciones,3.4,municipio
Fasnia,2016,Prestaciones por desempleo,3.4,municipio
Artenara,2017,Prestaciones por desempleo,3.4,municipio
Candelaria,2021,Prestaciones por desempleo,3.4,municipio
Arucas,2021,Prestaciones por desempleo,3.5,municipio
Artenara,2021,Prestaciones por desempleo,3.5,municipio
Alajeró,2015,Otras prestaciones,3.5,municipio
Alajeró,2016,Otras prestaciones,3.5,municipio
Valle Gran Rey,2019,Otras prestaciones,3.5,municipio
El Pinar de El Hierro,2021,Otras prestaciones,3.5,municipio
Moya,2016,Prestaciones por desempleo,3.5,municipio
Güímar,2018,Prestaciones por desempleo,3.5,municipio
Güímar,2019,Otras prestaciones,3.5,municipio
El Tanque,2016,Otras prestaciones,3.5,municipio
Valle Gran Rey,2017,Prestaciones por desempleo,3.5,municipio
Valle Gran Rey,2016,Prestaciones por desempleo,3.5,municipio
Tijarafe,2022,Prestaciones por desempleo,3.5,municipio
Tijarafe,2015,Otras prestaciones,3.5,municipio
Tijarafe,2016,Otras prestaciones,3.5,municipio
Valle Gran Rey,2019,Prestaciones por desempleo,3.5,municipio
Tegueste,2021,Otras prestaciones,3.5,municipio
Tenerife,2016,Prestaciones por desempleo,3.5,isla
Tijarafe,2018,Prestaciones por desempleo,3.5,municipio
Mogán,2018,Prestaciones por desempleo,3.5,municipio
La Victoria de Acentejo,2022,Prestaciones por desempleo,3.5,municipio
San Sebastián de La Gomera,2019,Otras prestaciones,3.5,municipio
La Matanza de Acentejo,2018,Prestaciones por desempleo,3.5,municipio
San Andrés y Sauces,2017,Otras prestaciones,3.5,municipio
Agaete,2017,Prestaciones por desempleo,3.5,municipio
San Cristóbal de La Laguna,2015,Prestaciones por desempleo,3.5,municipio
Arafo,2023,Otras prestaciones,3.5,municipio
San Bartolomé de Tirajana,2016,Prestaciones por desempleo,3.5,municipio
Los Silos,2015,Otras prestaciones,3.5,municipio
Santa Cruz de La Palma,2020,Otras prestaciones,3.5,municipio
Tuineje,2019,Otras prestaciones,3.5,municipio
San Sebastián de La Gomera,2023,Otras prestaciones,3.5,municipio
San Sebastián de La Gomera,2016,Prestaciones por desempleo,3.5,municipio
Guía de Isora,2020,Otras prestaciones,3.5,municipio
Arafo,2019,Otras prestaciones,3.5,municipio
Yaiza,2017,Prestaciones por desempleo,3.5,municipio
Los Llanos de Aridane,2019,Otras prestaciones,3.5,municipio
Los Llanos de Aridane,2017,Otras prestaciones,3.5,municipio
Los Llanos de Aridane,2018,Otras prestaciones,3.5,municipio
Frontera,2018,Prestaciones por desempleo,3.5,municipio
Breña Baja,2021,Prestaciones por desempleo,3.5,municipio
Fuencaliente de La Palma,2015,Prestaciones por desempleo,3.5,municipio
Agulo,2016,Otras prestaciones,3.5,municipio
Fuencaliente de La Palma,2019,Otras prestaciones,3.5,municipio
Barlovento,2015,Otras prestaciones,3.5,municipio
Barlovento,2018,Otras prestaciones,3.5,municipio
Firgas,2015,Prestaciones por desempleo,3.5,municipio
Santa Úrsula,2017,Prestaciones por desempleo,3.5,municipio
Arico,2020,Otras prestaciones,3.5,municipio
El Paso,2023,Prestaciones por desempleo,3.5,municipio
La Gomera,2017,Otras prestaciones,3.5,isla
Santa Úrsula,2019,Otras prestaciones,3.5,municipio
Barlovento,2016,Prestaciones por desempleo,3.5,municipio
La Orotava,2018,Otras prestaciones,3.5,municipio
Tinajo,2016,Prestaciones por desempleo,3.5,municipio
Santa Brígida,2020,Prestaciones por desempleo,3.5,municipio
Puntagorda,2020,Otras prestaciones,3.5,municipio
Puntallana,2022,Otras prestaciones,3.5,municipio
Puntallana,2023,Otras prestaciones,3.5,municipio
Puntallana,2016,Prestaciones por desempleo,3.5,municipio
San Andrés y Sauces,2015,Otras prestaciones,3.5,municipio
Villa de Mazo,2020,Otras prestaciones,3.5,municipio
La Victoria de Acentejo,2016,Otras prestaciones,3.5,municipio
Teror,2015,Otras prestaciones,3.5,municipio
La Gomera,2017,Prestaciones por desempleo,3.5,isla
El Paso,2020,Otras prestaciones,3.5,municipio
